评价内容(content)	评分（总分5分）(score)
用了可能一两个月就不行了，询问客服，客服不理人，呵呵，真好	1
小米产品挺靠谱的买了两台送朋友一台.用了些日子才来参评的！	5
儿子喜欢，爱不释手。	5
女朋友很喜欢！	5
小米产品挺靠谱的.一气买了两台送给朋友一台.用了些日子才来参评的！	5
小爱音响，外观漂亮，打开后，孩子特别喜欢爱不释手，不停的叫着小爱同学。挺好的音响。	5
收到货后迫不及待的连上无线，家人听到小艾小爱的新鲜感，觉得很新奇，小爱闹铃，小爱随意点歌，想听什么听什么，蛮喜欢	5
送货快，音质不错，要是价格再实惠一点就更好了！	5
可以，已经多次购买了	5
昨天买了，今天就降价了，醉了！	5
音响不错但是买完放踏板车后斗箱被偷了又买了一个	5
不错的音响，智能的，大家都喜欢，还会再买的，确实是很好！！！！！！真心不错！！！好东西！！！	5
朋友介绍买小爱同学，上午下单，下午收到，女儿 一晚上都在和小爱同学在互动，高兴极了！非常棒！最满意的一次购物，我会介绍朋友继续购买。	5
买了两台了，音质不错，不过ai有时候会有错误希望改进	5
挺好的，孩子喜欢，音效也很好，孩子喜欢和她聊天	5
近期内第二次购买了，送给小孩子的生日礼物，产品很好，次日达，	5
送给单位员工的三八节礼物，大家非常非常满意	5
快递包装5分送货速度5分配送员服务5分快递包装5分送货速度5分配送员服务5分快递包装5分送货速度5分配送员服务5分	5
非常好玩，问天气等很方便，家庭小帮手，很好用！	5
送给老师们的三八节礼物，早上下单下午就到了，大家都非常开心，五星好评	5
功能还好吧，家里又多了一个小米！	5
小朋友超级喜欢	5
很好用，很好玩，也很智能，，，	5
京东东西就是好，方便快捷，省力省心	5
太可爱了！心仪已久，入手不后悔，很多玩法	5
用着还不错的。陪孩子玩的	5
一如既往的喜欢小爱同学，非常不错	5
音响体验不错，音质也很好！我们和孩子们都很喜欢！好评	5
为公司年会置办的礼品，经济实惠，没中奖，据说使用反馈不错。	5
不错，一如既往的服务，大赞大赞?，支持	5
第二次购，给孩子买送礼，棒棒哒	5
小爱的音色感觉还不错！语音识别率也很高！京东快递就是快！好评	5
非常好用。	5
有时不太灵敏，莫名的说收到	5
非常便捷，灵敏搞笑，物超所值，一直信赖此品牌！	5
小孩很喜欢，每天跟它闲聊	5
很不错，已经买了两个了	5
用了一段时间才来评价 之前买过小爱音响HD 让我很失望 所以来京东买的这款 说实话 还是老款好用 就是物流可能是因为刚过完年的时候 稍微晚了一天 总体很满意	5
东西不错，挺喜欢	5
偶尔不听话，有时候叫它要叫好几声，有时候没跟它说话，它在那儿答应	5
很好用的语音助手	5
好用，婴儿到六七岁小孩都可以玩，儿歌故事诗词对话都可以，哄娃神器	5
小爱音箱，很智能！	5
很好，孩子很喜欢	5
送给老爸的礼物，他老人家非常喜欢，听歌，报天气，很实用的小爱同学	5
非常好。音效也不错  第二天就到了。比实体店方便多了	5
非常好 智能家居一站式服务 解决了宝宝爱看电视的习惯	5
公司开会买的奖品！反馈不错！	5
给妈妈买的，好操作	5
年会礼品，赞	5
年会礼品，赞	5
音质很好，客服也好，物流就更没话说。	5
非常好，同事都说好！	5
很智能，好用，美观，值得购买。	5
给小孩买的，每天都要和小爱聊天，好用	5
最不愉快的一次购物，回来之后连网改密码，后来音响动不动就不放歌了，网上查了一下漏洞百出，希望做好之后在出来卖，真不知道这么多好评怎么刷上去的	1
用了一阵子了，感觉很不错，孩子天天用她听故事，很方便，推荐	5
收到商品了，很开心。谢谢京东一直给我的惊喜	5
才买几天就降价了。心情非常的不爽	5
每次都要评论，麻烦，干脆复制，都是好评！	5
看到邻居家的，觉得很好就买了一个。挺好的，不爱看电视，放哈歌。感觉有生气。就是感觉没有邻居家的灵敏。邻居家，一叫小爱同学，就有反应。我家的要叫几声。不知道是不是普通话不标准的原因。 物流超快	5
物品完好，送货也很快。到手立刻开始和小爱同学尬聊。	5
同事家有一个，老公非得要买一个陪孩子玩，真的挺有意思的，孩子也别喜欢，可以对话，可以指挥他放故事，听音乐，很好玩	5
还不错吧，方便，可调闹钟。	5
还凑合吧，物流是真的快，当天买当天到。	5
还没用，等待看看后续的使用效果吧，体验过，感觉可能一般般	5
挺实用的一件货物，内容挺丰富的。孩子挺喜欢的。有一个缺点：如果咨询的问题过长或者题目过长，就有点反应不过来。	5
智能识别太差了，有时候说关机，经常开机，有时候开单提成观灯，我真的很无奈。	5
一如既往的好。。	5
5号买的299元，7号下单就269?店家能把30元还给我吗？???	5
小米A1智能音箱真是不错，我儿子非常喜欢，小米的产品完美	5
宝贝超级喜欢，非常满意	5
速度非常快，没想到只有这么小一点。	5
很喜欢小爱同学，查天气听故事，听歌曲，打开小米电视，	5
?这个音响本来就很喜欢。东西很不错。声音效果很给力。一个人住着，没事和小爱聊聊天??	5
宝贝不错，有需要还会再来光顾的！	5
挺好玩的，小朋友很喜欢，方便！	5
高端大气上档次 很喜欢	5
除了有点儿#，小爱同学智能音箱用起来还挺好的。	5
第一：打开包装后发现，产品的白色包装盒表面的封胶带是被破坏过的，但我没有立即投诉，岁一度怀疑不是新的；第二：使用一段时间后，效果还好，但会是不是出现一个问题，就是连不上网，不知是不是我的路由器的原因。	4
送给老妈的生日礼物，老妈非常喜欢	5
就那回事，语音程序的音箱版，很多音乐在~音乐的插件中无法播放，所以别抱太大的期望，玩玩还行	4
哈哈哈哈哈哈，喜欢这个新玩意儿！	5
很棒，很好用，感觉已经到达了巅峰，感觉已经到达了@。	5
喜欢很久了，这次买一个送朋友	5
大家都很喜欢，小米音响很棒	5
一直想着给儿子买一个，又担心不实用，终于狠下心买了，真心值得，儿子一天到晚抱着不放手。推荐推荐	5
小巧  年会奖品	5
很好用哦，听歌方便	5
这己是买的第三台了、孝敬老人给老人解闷是个不错的选择，质量不错音质好听，快递服务满意。	5
宝贝很好，京东就是不一样。	5
小爱不错，智能好用，值得推荐。	5
还没使用，快递一如既往快	5
应该还行吧，就是快递没运输好，包装折痕	5
小米智能音箱，是信的过的好产品。	2
刚买完就降价了，还可以吧！	5
智能，音质，wife功能挺齐全的，可以入手，不过可能是因为对无线网要求高一点，距离稍微远点时智能放音乐缓冲比较慢，这个可能跟无线网质量也有关系，综合来说还是不错的。	4
没有三包凭证，没有用户手册	3
昨天刚买今天到了，结果降价了?，	5
什么逻辑嘛，真的是。你们想怎么样就怎么样，拆了就不能退，那你干脆说买了就不能退好了，什么7天无理由退换货。扯淡。	5
很好很好东西不错值得购买	5
拿来玩玩还行，用处不算大，但是多了一个也挺好。	4
还没都清楚，有时间再好好研究研究。小爱同学好像也不是很灵光	5
给老人买的，老人说说话就能控制家里的智能设备了	5
公司三八节礼物，大家都很开心	5
不错?，值得拥有！	5
宝贝已收到，很满意！两个孩子都很喜欢！一上午都在跟小爱对话。是替代手机的好宝贝！	5
帮朋友买的，这个音箱真的非常好用，比~精灵的感觉要好得多。	5
帮另外一个朋友买的，京东的话送货非常快，朋友收到了反馈说非常好，已经玩了一天了。	5
不错，喜欢智能家居，喜欢高科技的东西，只是家里的只能家电太少，只能用来听音乐。过几天买个智能网管再试试吧	5
公司搞活动，高端大气上档次	5
不错的一次网购，满意	5
车车回来就直接自己安装，客服在线指导，按视频安装，基本搞定，孩子回来看了挺喜欢	5
贼拉轰！经过实践，二环和三环各一圈，证明绝对是业余级里的好车！商家发货贼快，当时双十一买，两天后到货，我自己装起来，一点问题没有，如果需要调链条，有指导视频。客服很给力！	5
用过一段时间再来评价一次，真的是物美价廉，骑着很轻便，很舒适。好车子！	5
您没有填写内容，默认好评	5
安装简单，小问题也服务很及时解决，好评。	5
很好的一次网够，自行车杠杠滴！	5
66666666666666666	5
第二次购买了，可以的	5
质量好，安装简单	5
还可以 只是自己调了一下刹车 很容易就组装好了 不错	5
宝贝收到了，质量很好。安装很简单，分分钟搞定。骑起来很舒服，一点都不费力。老板人很好。	5
好，没发现什么问题	5
组装很简单，车子骑了两天了也很好骑，感觉非常好，客服也好有耐心	5
收到很满意，组装起来也简单，，结实，质量很好	5
骑着很轻快，物流快，服务好。	5
车子很好，自己上班用的，是正品。做工很精致，大牌国货。	5
自行车看起来不错、非常高大上、一直没时间安装、希望质量什么杠杠的	5
安装方便，质量也不错，骑了一圈不费力	5
已经第二次购买了 车子质量很好	5
很满意的一次购物，儿子上学骑车用呢，质量好，骑着非常轻便，变档也快，这车值了。	5
车子是自己组装的，骑了两天了才来评价的，非常好用。	5
组装出来溜达，真不是赖的，轻松不费劲，好评一次	5
整体不错 ，值得信赖	5
物美价廉.物有所值、五星好评 满意	5
商家服务周到，态度热情，虽然安装有些周折，不过客服提供的视频讲解很细很到位。五星好评	5
安装方便，和网上一样。非常漂亮！	5
首先卖家态度很棒，下单后两天就到货了，是最快的一次网购	5
孩子非常满意，	5
车很好，是喜欢的车型，大爱。骑了二圈，很顺滑。喜欢就下手了	5
您没有填写内容，默认好评	5
很不错，很好。	5
车子骑的很不错，很好。	5
您没有填写内容，默认好评	5
很帅，物流非常快哇，好喜欢耶。	5
就是刻字没有想象中的那么好	5
物有所值吧。	5
给老爸买的，骑着锻炼身体，爸爸很喜欢，昨天买今天就到了，住在农村还送到家门口，以后还要在京东买，选择京东物流?	5
自行车收到了，安装简单，客服服务态度特别好，讲解的比较耐心	5
不错很喜欢，物流速度非常快，很棒。	5
商品收到了，非常满意，物流速度非常快，很喜欢好评。	5
自行车还行，一分价钱一分货。	5
别的还行，就是这个座板太硬了。	5
666666666666666	5
您没有填写内容，默认好评	5
????????????????????????????????????????????	5
产品很不错！很满意！！	5
产品很不错！很满意！！	5
产品很不错！很满意！！	5
产品很不错！很满意！！	5
性价比很高	5
很喜欢很满意。	5
此用户未及时填写评价内容，系统默认评价！	5
单车好评，坐垫差评，不要问我为什么！我为你好	5
还可以,前面个轮子是歪的。踩起来很重	5
车子骑着还可以吧，我用来上班的	5
车不错  不太会安   售后指导	5
好，好，好，不错！	5
不错不错不错不错不错不错不错不错	5
您没有填写内容，默认好评	5
还行吧！！！！！！！！！！！！？！？	5
车不错、比我买的第一台好、就是刚买两个礼拜就降价120，有点接受不了！实惠很喜欢的一次购物，物流很快，决定买了，很好,	5
自行车骑了一次太累人	5
不错！！！！！！！！	5
此用户未及时填写评价内容，系统默认评价！	5
您没有填写内容，默认好评	5
您没有填写内容，默认好评	5
。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。	5
您没有填写内容，默认好评	5
非常满意。。。	5
车子收到了，试骑了一天很舒服也不费劲，车子外观也很大气，非常喜欢，质量很好。也很灵便！	5
老公说很喜欢这个，中间出了点小差错客服认真对待，建议大家购买	5
车子很好装，也很漂亮，孩子骑着很开心	5
呐，得十个个字啊！真麻烦	5
物美廉价，锻炼身体不错，昨晚已经出去浪了一个多小时了	5
总体来说物美价廉，值得入手，车子骑行很轻，安装也方便，很多地方都调整好的！只需要组装，	5
此用户未及时填写评价内容	2
产品很不错！很满意！！	5
挺好！服务态度也好！	5
自行车装好了，很漂亮，外观设计太喜欢了，车子 骑着很省力，舒服，整体很满意	5
您没有填写内容，默认好评	5
车子刚安装好，孩子就兴奋的出去试骑，回来说感觉很爽，爱人也很喜欢，说骑上这个车子好像年轻了许多	5
下班骑回家，车子很舒适，换挡顺畅，定位准，，，大品牌，就是值得信赖。	5
跟实体店一样好！儿子很喜欢！	5
车子和页面描述的都是差不多，做工很精细，车子非常的实用，款式是我非常喜欢	5
收到后就迫不及待得开始组装起来，从外观上看自行车挺精致的。试骑很轻便，蹬着挺省力，自行车结构稳固，总之比较满意	5
迫不及待的安装了，客服耐心解答了，很好安装的。质量超好，做工精细，不愧是品牌产品	5
物流很快！孩子没有到校就已经到货了！下午特意去组装了一下！很好看！质量也不错！好评	5
要买的亲赶紧买哦不要犹豫了车车真的物有所值，我家宝贝简直是爱不释手啊	5
您没有填写内容，默认好评	5
商品与描述相符，颜色也挺好，看着挺结实！	5
宝贝已收到，质量很好快递包装没有损坏，安装很简单方便，外型时尚，骑着快轻便，物有所值。	5
收货了，物流挺快的，质量很好比在实体店便宜好多，而且好骑不用力。	5
自行车收到有段时间了才来评论，非常轻便，质量很好，大品牌就是有保证	5
收到了，不错，很满意，做工细致，质量很好。不错，性价比高	5
非常满意！车子的轮胎，钢圈和，中轴和车架质量非常好。发货快，配送快，链条有一点点擦碰客服一看就明白了	5
车子质量不错，骑起来比较轻松，速度很快！超级喜欢！	5
质量不错，物流快，性比价高，骑出去很酷，好评	5
好的平台，好的品牌，给女儿买的，外观漂亮骑着轻松，女儿很喜欢	5
单车收到了，快递给力，车子比较好安装，很开心的一次试用	5
比较好安装，骑得好轻便，外现挺漂亮的。	5
车子很漂亮，东西非常不错，女儿很喜欢，完美	5
收到马上组装好，很漂亮，骑上感觉很舒服，下次还来	5
车子收到了，物流很快。朋友们帮忙装的，大家都说很漂亮，骑起来也轻便，值得推荐！	5
车很漂亮，有视频教组装，简单易懂	5
车是好车，安排方便，支持正品	5
很漂亮的车子，看着就很喜欢，骑起来很拉风	5
挺好的，装上以后非常漂亮，客服也很有耐心，不错	5
爱车已收到，装好很漂亮，女儿上学用的，骑上去很轻，不知道以后怎么样	5
外观非常漂亮，质量非常好，货运非常快。	5
客服态度很好，并且是发顺丰，隔天就到了	5
自行车收到，很漂亮，骑起来也蛮轻松的，质量很好	5
外观漂亮，质量很好，很轻便好骑。	5
挺喜欢的，也挺好骑的，比较好装，特别喜欢，骑着挺好看的，特别喜欢，以后买车子就他家了	5
拿回来就迫不及待的装起来了，整体看上去还行，没有想象中那么好，还没怎么骑，用段时间再来评价吧！	5
有老牌子的质感，速度挺快，和老板说一样，必须好评，值得信赖	5
车子骑着很轻便，颜色很漂亮。质量看起来很不错。	5
车子下午就到，物流很快，送货上门，售后服务周到	5
卖家的服务态度还是非常好的，就是有时回复消息比较慢。车子到货速度也还不错，就是车子前刹闸线脱落没有装好，装了1个多小时车子，有30分钟在装闸线希望卖家能够再检查仔细些，总体还不错，毕竟车子比较大，加上我这边交通也不太方便，就打消了退货的念头。总体来说还是不错的一次购物，性价比很高的车子。	5
商家很棒，还帮忙给看看是否安装正确，很细心值得购买哦。	5
非常好的，美观，秀气质量很好	5
避震差了点	5
车子挺好的 客服人员也比较有责任心 有问题立马留给解决了	5
自行车的价格比较实惠，比实体店便宜点，物流也是挺快的，几天就到了，快递员还帮我送上楼了，颜色孩子也挺喜欢，组装也比较简单，感觉挺实用的，骑着也觉得比较轻便，总体感觉还好，以后有需要还好再光顾的	5
两天就到了 感觉骑着还不错 我买了三辆 就是不会变速???	5
总体来说不错一发来我闺女就迫不及待的打开了	5
东西还是满意，就是送的东西质量太差，说好的送挡泥板结果，里面没有，问客服说后面再给我寄!	5
东西三几天就到了，很快的，组装也很方便，和照片上的一样，很满意，设计的很好，价格实惠，不贵，满意的一次购物，卖家老板服务态度很耐心，有啥不懂的都给耐心的讲解，没说的，邻居朋友看见了也说打算给自己孩子也买一辆，值得推荐，好评！好评！	5
您没有填写内容，默认好评	5
很不错，摸着感觉质量还是很好的，老板的服务态度也很棒，非常喜欢。	5
挺不错的，送给朋友的，朋友说非常好，很满意。	5
性价比非常的好，物美价廉，没毛病，非常非常非常非常好。	5
车子很棒，质量杠杠的。性价比也很高	5
车子很不错，非常好，也很棒	5
一直想买一个单车，感觉这个不错就下单了，现在到货了，感觉比预期的要好，物流也快。	5
车子收到了，包裹的很结实，	5
东西还是可以的，只是说好的不打烊呢？走的京东，在武汉过了个年。	5
非常好，挺帅的，以后出门就比较方便。	5
车子挺好，建议购买。车发回来的时候虽然包装破了一个洞，但里面的没有破损，然后就迫不及待的拆开包装。装好了之后就骑了一下，还挺好。卖家服务态度很好，我都觉得我自己有点太啰嗦了。	5
非常好，老板人很不错，这家店挺棒的，很棒很棒很棒。	5
东西不错，安装简单，试车效果挺好的。	5
商品收到了，质量非常好?不错不错?	5
此用户未及时填写评价内容，系统默认评价！	5
车子已经收到了，很不错，整体感觉很好，骑着没有问题，大气漂亮。	5
您没有填写内容，默认好评	5
骑了一段时间，确实是非常好，儿子很是喜欢骑行轻便，减震又好，刹车还灵敏，拨档顺畅。	5
挺好看的，还有防滑的效果，值得购买。	5
店铺的老顾客了，之前就给孩子买过一辆，这次又给侄子买了一辆，收到之后立马装好，侄子很喜欢。	5
好好好好好好好好好好好好好好好	5
车子按照视频安装程序装好了，个人安装只是一小部分，不过也挺考验人的，安装起来后车子看起来挺漂亮的，孩子挺喜欢的	5
原本看到这个价格，还以为不会是什么好东西呢，结果收到啊，哇，非常棒，实在是很难想象这个价格能买到这么好的东西，好评。	5
已经收到了，样子好看，商家服务也很好。	5
还不错，总的来看还是比较满意的，很酷。	5
已经收到了很赞的自行车 细节处处彰显品质。	5
车子收到了，物流很快，感觉还不错。	5
收到，有些日子了，争论完这些，总体来说宝贝不错。	5
速度超级快，质量非常好，组装方便。骑行方便很多。	5
张家港的车子的确很棒，骑起来特别带劲。	5
车子很不错，组装简单，而且不重。	5
简单大方，质量非常好，卖家送的工具齐全。	5
车子自己组装的，外观看着挺好的，客服态度也挺好，总体来说还不错	5
车漆上做非常的均匀。车型也非常的流畅，非常的帅气，便档很灵活，没有杂音。	5
很不错的一次购物，安装简单自己动手分分钟就搞定！	5
送了好多东西，都特别的实用，整体来说还是很不错的，自己调试也非常的容易，质量非常好。	5
车子收到了，质量真的很不错，价格也便宜。	5
大品牌确实不一样，从服务到质量都是一流的，物流也是非常给力。	5
先给个好评 用过一段时间再来详细评价	5
商家人很好，很耐心的给我讲解怎么安装，质量不错，推荐购买。	5
车子很好很满意，款式简单大气，卖家非常负责，给孩子买的，真的是好超值。	5
车子不错，轻，快。实物和原图一样，外观漂亮。有视频安装起来方便！	5
车子收到了，比我想象中的还要好，性能和外观都不错，推荐购买。	5
骑了一段时间挺不错的，减震很好，每天骑着上下班，车速很快，值得购买的好商品。	5
做工质量方面都不错，一次买了三台朋友都很满意。	5
小车确实很不错，发货速度快，转天就收到了，质量很好，自己安装非常容易，非常贴心的送了许多工具。	5
今天组装后试骑了一会儿&hellip;非常满意&hellip;很轻便&hellip;同事都说好&hellip;价格还便宜&hellip;还会继续关注！！	5
试骑了一下车子，骑行平稳，性价比高，客服服务好，耐心指导安装，值得推荐。	5
车子非常好，骑出去特别的拉风，颜色靓丽，款式也很好看，绝对不是托儿，放心买吧。	5
快递非常给力，朋友见了都说买得很值，刹车和减震也都非常灵敏，比实体店优惠。	5
收到就出去骑了一圈，没有发现任何的瑕疵，骑行体验特别的好，谢谢客服小姐姐的热情服务。	5
车子确实是挺不错的，售后服务的态度非常好，耐心的讲解，如何安装，还送了安装视频，有问题也能给予，及时解决。	5
快递非常给力，转天就收到了，这个价格能买到，真的是太棒了，车子各方面都满意。	5
车子质量确实不错，客服服务棒棒的，有问必答，，耐心，细致，不厌其烦，物流也给力，有了这辆车给我带来了很多的方便。。	5
车子骑着确实好，没事骑着出去玩，既环保又能锻炼身体，有需要的放心买吧。	5
车子很好，很漂亮，整车质量没有问题，变速器很灵敏，刹车也不需要自己调效，总体很满意。	5
发货速度很快，从下单到拿到车才两天半，售后服务也十分耐心，感觉买的很值	5
弟弟非常喜欢，安装好了以后车子也很好看不错，价格还非常实惠	5
卖家的服务态度很好，物流也很快，包装的很结实，没有破损。	5
非常满意，车也很好看，骑着很轻快物有所值	5
宝贝已收到，非常喜欢，一次愉快的购物	5
按视频组装了车子，还是挺简单的，骑出去转了几圈，车子性能很不错，感觉这个价挺值的，赠品很好，总之很不错。	5
骑上去非常的轻快，超级满意的一次购物体验，准备再买一辆。	5
现在骑着车子，既能锻炼身体，又很绿色环保，性价比真的很高。	5
这个质量超级棒，超级喜欢，质量非常好，外观也很好看。	5
性价比高，推荐采购。不错。	5
自行车很好，骑着很舒服。不太会安装，售后很耐心解答！	5
颜色好看，质量不错，我小孩非常喜欢，骑行了几天，反映骑着觉得特别爽。	5
很满意的一次购物，安装简单，外观漂亮	5
质量不错支持农村~不用担心跑远处去收货	5
车身很漂亮，包装的很完整，没有破坏	5
车子非常轻，有点像铝合金的，非常不错	5
物流很快，车子已经收到，包装很好，没有损坏。安装方便，很快就安装好了。车子很漂亮大气，比实体店便宜多了	5
自行车很有分量，已经基本安装好了，自己简单组装就可以了，可以和儿子一起骑车了。	5
非常满意的一款车子，看上去，大气高端，很漂亮，好评	5
组装好后看起来特别漂亮，组装起来也比较容易	5
车子很不错  起起来也很快也送了很多小东西  总的来说不错	5
您没有填写内容，默认好评	5
组装二十分钟，质量不错！开始在骑！(&bull;??&bull;?)	5
大小很合适，客服有耐心教我这个不会组装的人组装车子，骑行感受也非常好	5
车的质量杠杠的～服务态度好～这样的商家值得信任～	5
车子收到了，质量质量不错，性价比超级高，很喜欢。	5
自行车很划算！小孩很喜欢！！！	5
车子收到了，质量真的很不错，非常好，最棒的是快递超级快，效率非常高。	5
车子非常的酷，骑起来车速很快刹车也非常好儿子特别喜欢。	5
包装完美，速度给力没有破坏，很满意，车子高端大气上档次，很满意的一次购物体验。	5
车子收到了，质量非常好，组装方便推荐购买。	5
非常好，无任何破损，而且质量真的不错，快递包裹得很严实！而且安装不会了问客服，客服也很耐心的回答！指导怎么做！	5
很赞，很完美的一次购物体验，时尚大气的小车，配件齐全，安装简单。	5
自行车组装很方便，质量很好，值得拥有	5
车子很帅，回头率百分百haha	5
自行车不错，骑着很舒服自然	5
不错，非常好安装，老板非常良心，好喜欢啊。	5
车子已收到物流很快车子很好看	5
宝贝收到了，外观给人的感觉很有运动感，让人忍不住想驰骋一番，骑行的感觉挺好，好评	5
质量很差，配件后座还不可以用，不像配套的。踏板还是滑丝	5
您没有填写内容，默认好评	5
自行车不错，骑着很舒服	5
买给弟弟的，他很喜欢	5
很不错，挺好的，非常满意	5
产品很不错！很满意！！	5
很好看，非常满意，超级棒的	5
很漂亮的车。花钱让修自行车的师傅帮忙安装的，很好骑。	5
刚装好的，挺不错的，服务也很到位。送的很快。	5
物流很快，客服态度很好，试骑了几天，感觉线条流畅，造型优美，物超所值。	5
此用户未及时填写评价内容，系统默认评价！	5
不错，真的挺棒的，很喜欢。	5
完美，装好了漂亮服务很好物流很快給个大?	5
质量还可以，组起来蛮好看的！自己组起来轮子有点晃，找修车师傅调一下就好了	5
收到自行车N天了，今天终于有时间装好了。儿子骑着转了好几圈。非常拉风！！	5
东西不错，还在犹豫的可以放心买了	5
骑着自行车去溜了一圈，感觉良好，没有什么坏毛病，大家可以放心购买。	5
车子到了，安装很简单，骑了下速度很平稳，减震效果不错，性价比非常高	5
好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的好的	5
好?不错不错???????不错不错就是不错?不错不错就是不错?不错不错??????不错不错	5
满意满意，非常满意，太满意了，满意	5
自行车质量不错，很喜欢了，会介绍朋友来的，好评。	5
非常满意的一次购物，真的很划算，卖家很用心。	5
想信老品牌，宝贝收到了正在安装，高端大气上档次。	5
买家很热情，目前收到货了，安装方便，也很好看，快递也没什么损伤，挺满意的。	5
宝贝收到，刚组装好，真心不错，店家服务态度很好&hellip;&hellip;	5
此用户未及时填写评价内容，系统默认评价！	5
这款山地车很不错，非常满意，又介绍朋友买了	5
包装的很结实，非常好骑，价格比实体店的便宜，有需要的可以入手，值得购买！	5
您没有填写内容，默认好评	5
宝贝不错，与描绘的相符，女儿很喜欢。	5
还可以，用短时间再看看	5
宝贝收到～正在安装～实物与描述的一样儿子很喜欢，一次满意的购物	5
不错的车子，这个价位来说可以了	5
自行车收到了跟图片上描述的一样，很给力。	5
挺好的，高端大气上档次，物美价廉有内涵，值得拥有！	5
骑了两天才评价，单车挺不错的，物流也很快，很满意，一个小时就组好了	5
车子今天收好了，安装完毕，质量不错，服务态度好，不懂的全程帮忙。	5
宝贝已收到，儿子非常满意，还是大品牌值得信赖	5
还不錯，可以	5
车子收到后就立刻组装了，很好安装，以后就用来上下班了，还没有骑行，这个礼拜天准备骑着出去玩玩	5
建议提前把刹车碟刹片调节好再配送   ，很令人头疼。服务态度很好。	5
东西不错，服务态度很好	5
骑了两圈，非常不错，值得购买！	5
很好很好很好很好很好很好	5
价格实惠 买给弟弟上学骑，还没到就激动了；车也很好看，就是过年这几天物流慢了点。	5
快递很快就到了，包装很好包装的非常仔细拿出来因为我个人原因装了两个小时，总体来说还是不错组装过程中遇到一些问题和客服说，客服及时解决，客服非常热心这个性价比非常高，值得购买车子骑行了一段时间，感觉挺溜的。	5
哦哦哦哦哦哦哦哦哦哦哦哦哦哦  好的好的好的好的好的！！！！！！！	5
爱车已收到，挺漂亮的！给个五星好评！	5
新到的车，质量很好，客服态度也很好，个人挺喜欢的。	5
很好很好很好很好很好很好很好很好很好	5
产品质量好，速度快。 态度好	5
组装简单，调试方便，质量好，重量轻	5
单车自己组装的,体验一下 比想象中的要完美 给好评	5
不错，很轻	5
很漂亮，整体很满意，物流单收发点就迫不及待的自己取来了	5
车子骑了几天，特别的满意，是既轻便速度又快，车型也漂亮，朋友来家玩儿，都问我在哪买的呢？	5
车很好，骑起来非常舒服，发货也很快！！客服态度也很好！	5
非常的不错，出乎意料的好，价格也是非常的给力，外观漂亮，整体来说真的很满意。	5
已经用了几天时间了，骑行起来非常省力，朋友都夸车子很漂亮！超满意！	5
自行车很帅气，看了一遍视频自己组装上的，店家也很耐心回答我的疑问。总之不错。还送一堆东西。	5
车子收到了，上下班用，真是爱不释手，每天骑着上下班，看着那些人在堵车，心里特别爽，目前没有发现什么问题，车太帅了。	5
车子总体来说还是可以的，骑行得很舒适轻快，很满意的一次服务	5
车子确实不错，变档非常的灵敏，骑了几圈很舒服，客服服务态度很好，骑行回头率也高，很不错。	5
总得来说挺好的，过一段时间看看好不好再来追评	5
车子很好，美观大方，安装简单，骑行舒适，车型也很酷，真心满意。	5
发货很快，车子也很漂亮，轻便，骑了两天，总体感觉不错，好评	5
车子收到就已经试过了，没有任何的问题，骑行体验很棒很棒，简单大气又时尚。	5
一般，座位不舒服。。。	4
调速器不是很好，适合入门级别	5
直接送到家里，太方便了，车子的整体框架很结实的东西也很多，有什么不懂的客服都能给帮忙讲解。	5
给弟弟买了这辆车子，他很喜欢，收到后立马组装好，结构坚固，设计科学，安装简单，易于调试。	5
真的是良心店家，物美价廉，车子的设计非常时尚，感觉很不错，骑行起来也很好。	5
骑了几天，没有遇到任何的问题，东西送得很齐全，质量绝对的，过关，肯定是正品，自己简单安装一下就可以。	5
总体不错，比较满意的一次购物体验，一点问题也没有，刹车特别的灵敏。	5
车子很好，我非常喜欢?	5
质量很好，安装方便，骑行舒服，客服也很好，质量做工都满意，非常喜欢，以后可以天天锻炼身体。	5
不错，快递很到位，东西外甥很喜欢。	5
车子还是非常满意的，款式，外形颜色呀，质量呀，都是没有任何问题的，喜欢的赶紧卖吧。	5
物有所值，给孩子买的很喜欢，装好之后就骑了起来，真是爱不释手，只要孩子喜欢，花多少钱都愿意。	5
这款还不错，性价比还可以	5
骑行体验特别棒，骑了几圈就是飞一样的感觉，车子绝对对得起这个价格，特别的炫酷，回头率超级高。	5
车子不错，刹车很灵，质量杠杠的，颜色也喜欢，物流也给力。	5
车子质量不错，不错的卖家，售后，服务很好，值得信赖。	5
直接说吧，这辆车简直就是太给力了，物流快不说，包装也很好，回家自己组装的五星好评值得。	5
车子收到了，质量非常好，物超所值，做工精细。	5
车子真的是非常的帅气，是我想要的，客服服务也很好。、	5
整体不错！！！第一次上网买单车！客服服务跟好！！！	5
凤凰，老品牌值得信赖！车很漂亮，配件礼品很齐全！80年代，家里第一辆自行车也是凤凰，承载儿时美好的回忆！	5
车子骑着特别的带劲。安装方便，礼物多多，客服态度还好，送货上门挺方便的。	5
车子还是很不错的，骑行速度很快，调节起来也很容易，做工用料都不错，下次再来光顾。	5
